Opportunity Name,Organization/Household Name: Organization/Household Name,Opportunity Record Type,Project: Project Name,Proposal Submission Date,Won Proposal,Opportunities Count,Project: Country Program: Country Program Name,Project: Research Not Managed by IPA,Allocation Type,Original Close Date,pi_position,pi_name
USDOS-20-10001 Human Trafficking Research Initiative,United States Department of State,Grant Award,Reducing Adverse Outcomes for Migrant Workers in the Arabian Gulf (Uganda/Kenya),9/1/2020,1,1,,1.0,External Subaward,9/1/2020,pi1,Travis Baseler
New Proposal for Reducing Conflict in Mining Communities,Global Innovation Fund,Grant Proposal,Reducing Conflict in Mining Communities,3/1/2016,0,1,Peru,0.0,,3/1/2016,pi1,Renard Sexton
New Proposal for Reducing Conflict in Mining Communities,Global Innovation Fund,Grant Proposal,Reducing Conflict in Mining Communities,3/1/2016,0,1,Peru,0.0,,3/1/2016,pi2,Carlos Gustavo Machicado
New Proposal for Reducing Conflict in Mining Communities,Global Innovation Fund,Grant Proposal,Reducing Conflict in Mining Communities,3/1/2016,0,1,Peru,0.0,,3/1/2016,pi3,Boris Branisa
IDB-19-10009: Development of Air Quality Information Provision Research Projects (Colombia),Inter-American Development Bank (IDB),Grant Award,Reducing Illness and Premature Death from Air Pollution in Bogotá,10/30/2019,1,1,Colombia,0.0,,11/4/2019,pi1,Allen Blackman
IDB-19-10009: Development of Air Quality Information Provision Research Projects (Colombia),Inter-American Development Bank (IDB),Grant Award,Reducing Illness and Premature Death from Air Pollution in Bogotá,10/30/2019,1,1,Colombia,0.0,,11/4/2019,pi2,Bridget Hoffmann
IDB-19-10009: Development of Air Quality Information Provision Research Projects (Colombia),Inter-American Development Bank (IDB),Grant Award,Reducing Illness and Premature Death from Air Pollution in Bogotá,10/30/2019,1,1,Colombia,0.0,,11/4/2019,pi3,Martha Sanchez
New Proposal for Reducing Maternal and Infant Mortality Through Improved Health Service Access,United States Agency for International Development (USAID),Grant Proposal,Reducing Maternal and Infant Mortality Through Improved Health Service Access,4/15/2014,0,1,Ghana,0.0,,4/15/2014,pi1,Nathan Fiala
NSF - Reducing Prejudice Against Refugees,National Science Foundation (NSF),Grant Proposal,Reducing Prejudice Against Refugees,1/12/2020,0,1,Uganda,0.0,,1/15/2020,pi1,Janet Lewis
NSF - Reducing Prejudice Against Refugees,National Science Foundation (NSF),Grant Proposal,Reducing Prejudice Against Refugees,1/12/2020,0,1,Uganda,0.0,,1/15/2020,pi2,Jennifer Larson
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Reducing Violence versus building trust,9/28/2015,1,1,Nigeria,0.0,Internal Subaward,4/9/2018,pi1,Rebecca Wolfe
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Reducing Violence versus building trust,9/28/2015,1,1,Nigeria,0.0,Internal Subaward,4/9/2018,pi2,Catlan E Reardon
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Refugee Business Development and Regional Markets in a Humanitarian Setting,9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi1,Ceren Baysan
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Refugee Business Development and Regional Markets in a Humanitarian Setting,9/28/2015,1,1,,1.0,External Subaward,4/9/2018,pi2,Zhimin Li
DLI - Refugee Representation: Strengthening Inclusion and Agency through Parental Engagement in Schools,Harvard University,Grant Proposal,Refugee Representation Public education and local civil society,7/21/2023,0,1,Kenya,0.0,Allocation,7/21/2023,pi1,Shelby Carvalho
IKEA-22-10003: IPA IKEA Foundation Displaced Livelihoods Initiative (with J-PAL),IKEA Foundation,Grant Award,Refugee access to the local state and long-term economic and social integration,4/29/2022,1,1,LAC-Other,0.0,External Subaward,11/18/2022,pi1,Horacio Larreguy
UBC-22-10001: Refugees-Host Community (r-HOC) Study Proposal -Kenya,University of British Columbia,Grant Award,Refugees-Host Community (r-HOC) Study-Kenya,2/18/2022,1,1,Kenya,0.0,Allocation,5/6/2022,pi1,Shelby Carvalho
UBC-22-10001: Refugees-Host Community (r-HOC) Study Proposal -Kenya,University of British Columbia,Grant Award,Refugees-Host Community (r-HOC) Study-Kenya,2/18/2022,1,1,Kenya,0.0,Allocation,5/6/2022,pi2,Olivia Woldemikael
UBC-22-10001: Refugees-Host Community (r-HOC) Study Proposal -Kenya,University of British Columbia,Grant Award,Refugees-Host Community (r-HOC) Study-Kenya,2/18/2022,1,1,Kenya,0.0,Allocation,5/6/2022,pi3,Reva Dhingra PhD Student
UNP-21-10009 - Latin America Regional Phone Survey (Multiple countries),United Nations Development Program (UNDP),Grant Award,Regional phone survey WB,5/23/2021,1,1,LAC-Other,0.0,,8/18/2021,pi1,Adriana Camacho Gonzalez
Kenya and Nigeria application to PEDL,Private Enterprise Development for Low-Income Countries (PEDL),Grant Proposal,Registering small firms on Jumia marketplace,6/14/2019,0,1,Kenya,0.0,,6/14/2019,pi2,Gregory Lane
IDB Regularization Trinidad and Tobago,Inter-American Development Bank (IDB),Grant Proposal,Regularization Trinidad and Tobago,5/28/2021,0,1,LAC-Other,0.0,,5/28/2021,pi1,Marisol Rodriguez Chatruc
IGI Proposal for Regulatory Compliance of Firms in Myanmar,Massachusetts Institute of Technology (MIT),Grant Proposal,Regulatory Compliance of Firms in Myanmar,4/28/2020,0,1,Myanmar,0.0,,5/1/2020,pi1,Markus Taussig
IGI Proposal for Regulatory Compliance of Firms in Myanmar,Massachusetts Institute of Technology (MIT),Grant Proposal,Regulatory Compliance of Firms in Myanmar,4/28/2020,0,1,Myanmar,0.0,,5/1/2020,pi2,Eddy Malesky
IGC for Relaxing financial constraint for MSMEs: innovations in business loans,International Growth Centre (IGC),Grant Proposal,Relaxing financial constraint for MSMEs- innovations in business loans,1/17/2016,0,1,Kenya,0.0,,1/17/2016,pi1,Giorgia Barboni
IGC for Relaxing financial constraint for MSMEs: innovations in business loans,International Growth Centre (IGC),Grant Proposal,Relaxing financial constraint for MSMEs- innovations in business loans,1/17/2016,0,1,Kenya,0.0,,1/17/2016,pi2,PhD Adrien Matray
DFI-19-10001: YES4Growth Remedial Education Intervention (Bangladesh),United Kingdom Department for International Development (DFID),Grant Award,Remedial Education Intervention in Bangladesh,10/28/2018,1,1,Bangladesh,0.0,,4/2/2019,pi1,Emily Beam
DFI-19-10001: YES4Growth Remedial Education Intervention (Bangladesh),United Kingdom Department for International Development (DFID),Grant Award,Remedial Education Intervention in Bangladesh,10/28/2018,1,1,Bangladesh,0.0,,4/2/2019,pi2,Priya Mukherjee
MG90001 (Won),"Ministry of Education, Peru",Grant Award,Remedial Primary Education,3/25/2014,1,1,Peru,0.0,,7/27/2014,pi1,Vera Chiodi
IAD1243: IADB PE-T1243-SN1 Peru,Inter-American Development Bank (IDB),Grant Award,Remedial Science Education,1/15/2014,1,1,Peru,0.0,,3/30/2012,pi1,Juan Esteban Saavedra
IAD1243: IADB PE-T1243-SN1 Peru,Inter-American Development Bank (IDB),Grant Award,Remedial Science Education,1/15/2014,1,1,Peru,0.0,,3/30/2012,pi2,Emma Ingrid Naslund-Hadley
WBK-22-20157: Teacher in Peru Concurso acceso 2022 (Peru),World Bank,Grant Award,"Reminder for teacher ""Concurso de acceso 2022"" in Peru",8/12/2022,1,1,Peru,0.0,Allocation,10/27/2022,pi1,Ciro Avitabile
IDB GDLab: Post-COVID-19 Employment Recovery for Women and Diverse Populations in Latin America and the Caribbean,Inter-American Development Bank (IDB),Grant Proposal,Remote work and employers? gendered beliefs about childcare responsibilities,1/21/2022,0,1,Peru,0.0,,1/21/2022,pi1,Andrew Dustan
IDB GDLab: Post-COVID-19 Employment Recovery for Women and Diverse Populations in Latin America and the Caribbean,Inter-American Development Bank (IDB),Grant Proposal,Remote work and employers? gendered beliefs about childcare responsibilities,1/21/2022,0,1,Peru,0.0,,1/21/2022,pi2,Kristine Koutout
IDB GDLab: Post-COVID-19 Employment Recovery for Women and Diverse Populations in Latin America and the Caribbean,Inter-American Development Bank (IDB),Grant Proposal,Remote work and employers? gendered beliefs about childcare responsibilities,1/21/2022,0,1,Peru,0.0,,1/21/2022,pi3,Luis Carvajal
Repaying Loans with Mobile Money: Impacts on Female Microfinance Clients in Tanzania,Abdul Latif Jameel Poverty Action Lab (J-PAL),Grant Proposal,Repaying Loans with Mobile Money_Impacts on Female Microfinance Clients in Tanz,11/12/2021,0,1,Tanzania,0.0,,11/12/2021,pi1,Emma Riley
JPAL PPE PD/Travel grant - Replication of eyeglasses for students - Philippines,Massachusetts Institute of Technology (MIT),Grant Proposal,Replication of eyeglasses for primary & secondary school students - Philippines,9/15/2015,0,1,Philippines,0.0,,9/15/2015,pi1,Paul Glewwe
NWU-22-10022 - Northwestern 2022-2023 GPRL ASOS (Global),Northwestern University,Grant Award,Research Methods Department,8/7/2022,1,1,,0.0,Allocation,9/29/2022,pi2,Steve Glazerman
MEA-20-10001: Increasing Access to Finance for Smallholder Agriculture in Myanmar (Myanmar),Myanmar Economic Association,Grant Award,Research Support to the Myanmar Economic Association,4/15/2020,1,1,Myanmar,0.0,,5/26/2020,pi1,Russell Toth
Research and Innovation in Mental Health,The Agency Fund,Grant Proposal,Research and Innovation in Mental Health,1/3/2022,0,1,Mexico,0.0,Allocation,1/3/2022,pi1,Rodrigo Canales
NWU-21-10014 Mexico research services for Sean Higgins,Northwestern University,Grant Award,Research services for Sean Higgins,7/27/2021,1,1,Mexico,0.0,,6/25/2021,pi1,Sean Higgins
HAR-21-10009: Breaking up Social Networks: Evidence from the Resettlement of Rohingya Refugees,Harvard University,Grant Award,Resettlement of Rohingya Refugees,3/1/2021,1,1,Bangladesh,0.0,,6/14/2021,pi2,Reshmaan Hussam
HAR-21-10009: Breaking up Social Networks: Evidence from the Resettlement of Rohingya Refugees,Harvard University,Grant Award,Resettlement of Rohingya Refugees,3/1/2021,1,1,Bangladesh,0.0,,6/14/2021,pi3,Erin Kelley
HAR-21-10009: Breaking up Social Networks: Evidence from the Resettlement of Rohingya Refugees,Harvard University,Grant Award,Resettlement of Rohingya Refugees,3/1/2021,1,1,Bangladesh,0.0,,6/14/2021,pi4,Arielle Bernhardt
HAR-21-10009: Breaking up Social Networks: Evidence from the Resettlement of Rohingya Refugees,Harvard University,Grant Award,Resettlement of Rohingya Refugees,3/1/2021,1,1,Bangladesh,0.0,,6/14/2021,pi5,Louise Paul-Delvaux
Earth Science Application: Resilience to Climate Change in Western Kenya (includes subcontract funding),National Aeronautics and Space Administration (NASA),Grant Proposal,Resilience to Climate Change in Western Kenya,3/24/2016,0,1,Kenya,0.0,,3/24/2016,pi1,Nathan Fiala
REDAA 2 -Restoration through Poverty Alleviation Philippines,Foreign Commonwealth & Development Office (FCDO) ACCOUNTABLE GRANT AGREEMENT,Grant Proposal,Restoration through Poverty Alleviation - A Design for PES,6/30/2024,0,1,Philippines,0.0,Allocation,6/30/2024,pi2,Ruozi Song
"NWU-19-10001 - Impact of Graduation Model on Returns to Capital for Ultra-poor in Northern Ghana, Ghana",Northwestern University,Grant Award,Returns to Capital for the Ultra Poor (RCUP),1/21/2019,1,1,Ghana,0.0,,1/29/2019,pi1,Christopher Udry
"NWU-19-10001 - Impact of Graduation Model on Returns to Capital for Ultra-poor in Northern Ghana, Ghana",Northwestern University,Grant Award,Returns to Capital for the Ultra Poor (RCUP),1/21/2019,1,1,Ghana,0.0,,1/29/2019,pi2,"Dean Karlan 
PhD Nathan Barker"
RPA0001: Program Feedback (Multiple Countries),Fund for Shared Insight,Grant Award,Returns to Consulting for Women Entrepreneurs (WMB),11/20/2015,1,1,Uganda,0.0,,1/13/2016,pi1,Dean Karlan
RPA0001: Program Feedback (Multiple Countries),Fund for Shared Insight,Grant Award,Returns to Consulting for Women Entrepreneurs (WMB),11/20/2015,1,1,Uganda,0.0,,1/13/2016,pi2,Meredith Startz
RPA0001: Program Feedback (Multiple Countries),Fund for Shared Insight,Grant Award,Returns to Consulting for Women Entrepreneurs (WMB),11/20/2015,1,1,Uganda,0.0,,1/13/2016,pi3,Gregory M Fischer
MIT-19-20027: Return to education II (Peru),Massachusetts Institute of Technology (MIT),Grant Award,Returns to postprimary education,7/1/2019,1,1,Peru,0.0,,11/6/2019,pi1,Christopher Neilson
MIT-19-20027: Return to education II (Peru),Massachusetts Institute of Technology (MIT),Grant Award,Returns to postprimary education,7/1/2019,1,1,Peru,0.0,,11/6/2019,pi2,Oswaldo Molina
MIT-19-20027: Return to education II (Peru),Massachusetts Institute of Technology (MIT),Grant Award,Returns to postprimary education,7/1/2019,1,1,Peru,0.0,,11/6/2019,pi3,Francisco Pancho Gallego
COU6305 Columbia Rice Project,Columbia University,Grant Award,Rice Project,1/22/2016,1,1,Bangladesh,0.0,,4/12/2016,pi1,Lex van Geen
WBK BL RICE proposal,World Bank,Grant Proposal,Rice Value Chain Economic Inclusion,2/15/2019,0,1,Francophone West Africa,0.0,,2/15/2019,pi2,Joachim Vandercasteelen
Right-fit monitoring and evaluation system for school principals,World Bank,Grant Proposal,Right-fit monitoring and evaluation system for school principals,5/30/2018,0,1,Colombia,0.0,,5/30/2018,pi1,Olga Namen
Integrity Icon Mexico International Growth Centre,International Growth Centre (IGC),Grant Proposal,Role Models Information and Selection into the Public Administration,2/12/2020,0,1,Mexico,0.0,,3/31/2020,pi1,Gianmarco Leon
Integrity Icon Mexico International Growth Centre,International Growth Centre (IGC),Grant Proposal,Role Models Information and Selection into the Public Administration,2/12/2020,0,1,Mexico,0.0,,3/31/2020,pi2,Dante Donati
WBK-21-20063: Role of Financial Inclusion in Mitigating the COVID-19 Crisis in Nicaragua,World Bank,Grant Award,Role of Financial Inclusion in Mitigating the COVID-19 Crisis in Nicaragua,3/8/2021,1,1,LAC-Other,0.0,,3/26/2021,pi1,Xavier Gine
RMA0815: Feeder Roads Development Project: Consultancy Services for Data Collection for the Baseline Survey (Rwanda),"Ministry of Agriculture and Animal Resources, Rwanda",Grant Award,Rural Feeder Roads Evaluation,9/24/2015,1,1,Rwanda,0.0,,2/1/2016,pi1,Florence Kondylis
RMA0815: Feeder Roads Development Project: Consultancy Services for Data Collection for the Baseline Survey (Rwanda),"Ministry of Agriculture and Animal Resources, Rwanda",Grant Award,Rural Feeder Roads Evaluation,9/24/2015,1,1,Rwanda,0.0,,2/1/2016,pi2,Marco González Navarro
"USA-19-10001: Innovation Finance and Commitment Mechanisms in Agricultural Input Decisions, DIV top up for MALI-ATAI",United States Agency for International Development (USAID),Grant Award,Rural Finance and Commitment Mechanisms in Agricultural Input Decisions,1/30/2019,1,1,Francophone West Africa,0.0,Allocation,9/3/2019,pi1,Andrew Dillon
"USA-19-10001: Innovation Finance and Commitment Mechanisms in Agricultural Input Decisions, DIV top up for MALI-ATAI",United States Agency for International Development (USAID),Grant Award,Rural Finance and Commitment Mechanisms in Agricultural Input Decisions,1/30/2019,1,1,Francophone West Africa,0.0,Allocation,9/3/2019,pi2,Nicolo Tomaselli
IFP-20-10005: Impacts of Covid-19 Survey (Myanmar),International Food Policy Research Institute (IFPRI),Grant Award,Rural and Urban Food Security Survey (RUFSS) in Myanmar,4/20/2020,1,1,Myanmar,0.0,Allocation,7/1/2020,pi1,Russell Toth
IFP-20-10005: Impacts of Covid-19 Survey (Myanmar),International Food Policy Research Institute (IFPRI),Grant Award,Rural and Urban Food Security Survey (RUFSS) in Myanmar,4/20/2020,1,1,Myanmar,0.0,Allocation,7/1/2020,pi2,Erica Field
IFP-20-10005: Impacts of Covid-19 Survey (Myanmar),International Food Policy Research Institute (IFPRI),Grant Award,Rural and Urban Food Security Survey (RUFSS) in Myanmar,4/20/2020,1,1,Myanmar,0.0,Allocation,7/1/2020,pi3,Elisa Maffioli
IFP-20-10005: Impacts of Covid-19 Survey (Myanmar),International Food Policy Research Institute (IFPRI),Grant Award,Rural and Urban Food Security Survey (RUFSS) in Myanmar,4/20/2020,1,1,Myanmar,0.0,Allocation,7/1/2020,pi4,Isabel Lambrecht
GLM: Rural Market Linkages (Zambia),Institute for the Study of Labor (IZA),Grant Proposal,Rural market Linkages / Trade Relationships,10/16/2017,0,1,Zambia,0.0,,10/16/2017,pi1,Kelsey Jack
GLM: Rural Market Linkages (Zambia),Institute for the Study of Labor (IZA),Grant Proposal,Rural market Linkages / Trade Relationships,10/16/2017,0,1,Zambia,0.0,,10/16/2017,pi2,Namrata Kala
GLM: Rural Market Linkages (Zambia),Institute for the Study of Labor (IZA),Grant Proposal,Rural market Linkages / Trade Relationships,10/16/2017,0,1,Zambia,0.0,,10/16/2017,pi3,Guigonan Serge Adjognon
UCAT-23-20059: UGPass take-up study (Uganda),University of Cape Town,Grant Award,RwandaEquip,8/5/2022,1,1,Rwanda,0.0,Allocation,3/16/2023,pi1,Guthrie Gray-Lobe
UCAT-23-20059: UGPass take-up study (Uganda),University of Cape Town,Grant Award,RwandaEquip,8/5/2022,1,1,Rwanda,0.0,Allocation,3/16/2023,pi2,Joost De Laat
UCAT-23-20059: UGPass take-up study (Uganda),University of Cape Town,Grant Award,RwandaEquip,8/5/2022,1,1,Rwanda,0.0,Allocation,3/16/2023,pi3,Michael Kremer
UCL-22-10002: ECD Ecuador (Peru Office),University College London (UCL),Grant Award,SAFPI Ecuador,2/4/2022,1,1,LAC-Other,0.0,Allocation,8/12/2022,pi1,Gabriella Conti
UCL-22-10002: ECD Ecuador (Peru Office),University College London (UCL),Grant Award,SAFPI Ecuador,2/4/2022,1,1,LAC-Other,0.0,Allocation,8/12/2022,pi2,Pamela Jervis
SBS Credit Score,Massachusetts Institute of Technology (MIT),Grant Proposal,SBS Credit Score,6/23/2017,0,1,Peru,0.0,,6/30/2017,pi1,Dean Karlan
ILO1122: ILO EOI SCORE IE Peru,International Labour Organization,Grant Award,SCORE,7/28/2015,1,1,Peru,0.0,,10/5/2015,pi1,Paul Gertler
ILO1122: ILO EOI SCORE IE Peru,International Labour Organization,Grant Award,SCORE,7/28/2015,1,1,Peru,0.0,,10/5/2015,pi2,Leonardo Iacovone
Educate!/SEED IGC COVID-19 Funding,International Growth Centre (IGC),Grant Proposal,SEED Follow-Up Study,5/6/2020,0,1,Uganda,0.0,,5/4/2020,pi1,Paul Gertler
Educate!/SEED IGC COVID-19 Funding,International Growth Centre (IGC),Grant Proposal,SEED Follow-Up Study,5/6/2020,0,1,Uganda,0.0,,5/4/2020,pi2,Laura Chioda
Lyle Spencer Proposal for Learning Crisis,Spencer Foundation,Grant Proposal,SEME - Learning Crisis,7/17/2019,0,1,Francophone West Africa,0.0,,7/17/2019,pi1,Kaja Jasinska
Lyle Spencer Proposal for Learning Crisis,Spencer Foundation,Grant Proposal,SEME - Learning Crisis,7/17/2019,0,1,Francophone West Africa,0.0,,7/17/2019,pi2,Sharon Wolf
IDB-24-10064 - Mecanismo de implementación del MNPyJC - SESNSP (Mexico),Inter-American Development Bank (IDB),Grant Award,SESNSP Modelo Nacional de Policía y Justicia Cívica México,5/15/2023,1,1,Mexico,0.0,Allocation,3/27/2024,pi1,Rodrigo Canales
